office,district,candidate,party,precinct,votes
Attorney General,,Write-Ins,,Providence 2863,2
Attorney General,,Write-Ins,,Providence 2864,0
Attorney General,,Write-Ins,,Providence 2865,0
Attorney General,,Write-Ins,,Providence 2866,2
Attorney General,,Write-Ins,,Providence 2867,1
Attorney General,,Write-Ins,,Providence 2868,3
Attorney General,,Write-Ins,,Providence 2869,0
Attorney General,,Write-Ins,,Providence 2870,1
Attorney General,,Write-Ins,,Providence 2871,0
Attorney General,,Write-Ins,,Providence 2872,0
Attorney General,,Write-Ins,,Providence 2873,1
Attorney General,,Write-Ins,,Providence 2874,0
Attorney General,,Write-Ins,,Providence 2875,3
Attorney General,,Write-Ins,,Providence 2876,1
Attorney General,,Write-Ins,,Providence 2877,0
Attorney General,,Write-Ins,,Providence 2878,0
Attorney General,,Write-Ins,,Providence 2879,3
Attorney General,,Write-Ins,,Providence 2880,0
Attorney General,,Write-Ins,,Providence Limited 1,0
Attorney General,,Write-Ins,,Providence Limited 2,0
Attorney General,,Write-Ins,,Richmond 2901,2
Attorney General,,Write-Ins,,Richmond 2902,2
Attorney General,,Write-Ins,,Scituate 3001,2
Attorney General,,Write-Ins,,Scituate 3002,8
Attorney General,,Write-Ins,,Scituate 3003,2
Attorney General,,Write-Ins,,Scituate Limited,0
Attorney General,,Write-Ins,,Smithfield 3101,0
Attorney General,,Write-Ins,,Smithfield 3102,0
Attorney General,,Write-Ins,,Smithfield 3103,1
Attorney General,,Write-Ins,,Smithfield 3104,3
Attorney General,,Write-Ins,,Smithfield 3105,1
Attorney General,,Write-Ins,,Smithfield 3106,1
Attorney General,,Write-Ins,,South Kingstown 3201,1
Attorney General,,Write-Ins,,South Kingstown 3202,3
Attorney General,,Write-Ins,,South Kingstown 3203,1
Attorney General,,Write-Ins,,South Kingstown 3204,2
Attorney General,,Write-Ins,,South Kingstown 3205,2
Attorney General,,Write-Ins,,South Kingstown 3206,1
Attorney General,,Write-Ins,,South Kingstown 3207,3
Attorney General,,Write-Ins,,South Kingstown 3208,2
Attorney General,,Write-Ins,,South Kingstown 3209,0
Attorney General,,Write-Ins,,South Kingstown 3210,2
Attorney General,,Write-Ins,,South Kingstown Limited,0
Attorney General,,Write-Ins,,Tiverton 3301,1
Attorney General,,Write-Ins,,Tiverton 3302,0
Attorney General,,Write-Ins,,Tiverton 3303,1
Attorney General,,Write-Ins,,Tiverton 3304,2
Attorney General,,Write-Ins,,Tiverton 3305,0
Attorney General,,Write-Ins,,Tiverton 3306,0
Attorney General,,Write-Ins,,Tiverton 3307,2
Attorney General,,Write-Ins,,Warren 3401,2
Attorney General,,Write-Ins,,Warren 3402,2
Attorney General,,Write-Ins,,Warren 3403,4
Attorney General,,Write-Ins,,Warwick 3501,5
Attorney General,,Write-Ins,,Warwick 3502,2
Attorney General,,Write-Ins,,Warwick 3503,2
Attorney General,,Write-Ins,,Warwick 3504,7
Attorney General,,Write-Ins,,Warwick 3505,0
Attorney General,,Write-Ins,,Warwick 3506,2
Attorney General,,Write-Ins,,Warwick 3507,0
Attorney General,,Write-Ins,,Warwick 3508,4
Attorney General,,Write-Ins,,Warwick 3509,0
Attorney General,,Write-Ins,,Warwick 3510,2
Attorney General,,Write-Ins,,Warwick 3511,2
Attorney General,,Write-Ins,,Warwick 3512,2
Attorney General,,Write-Ins,,Warwick 3513,2
Attorney General,,Write-Ins,,Warwick 3514,2
Attorney General,,Write-Ins,,Warwick 3515,1
Attorney General,,Write-Ins,,Warwick 3516,0
Attorney General,,Write-Ins,,Warwick 3517,0
Attorney General,,Write-Ins,,Warwick 3518,1
Attorney General,,Write-Ins,,Warwick 3519,1
Attorney General,,Write-Ins,,Warwick 3520,4
Attorney General,,Write-Ins,,Warwick 3521,0
Attorney General,,Write-Ins,,Warwick 3522,1
Attorney General,,Write-Ins,,Warwick 3523,1
Attorney General,,Write-Ins,,Warwick 3524,1
Attorney General,,Write-Ins,,Warwick 3525,1
Attorney General,,Write-Ins,,Warwick 3526,0
Attorney General,,Write-Ins,,Warwick 3527,3
Attorney General,,Write-Ins,,Warwick 3528,0
Attorney General,,Write-Ins,,Warwick 3529,0
Attorney General,,Write-Ins,,Warwick 3530,2
Attorney General,,Write-Ins,,Warwick 3531,1
Attorney General,,Write-Ins,,Warwick 3532,0
Attorney General,,Write-Ins,,Warwick 3533,1
Attorney General,,Write-Ins,,Warwick Limited,0
Attorney General,,Write-Ins,,Westerly 3601,1
Attorney General,,Write-Ins,,Westerly 3602,2
Attorney General,,Write-Ins,,Westerly 3603,3
Attorney General,,Write-Ins,,Westerly 3604,2
Attorney General,,Write-Ins,,Westerly 3605,2
Attorney General,,Write-Ins,,Westerly 3606,1
Attorney General,,Write-Ins,,Westerly 3607,1
Attorney General,,Write-Ins,,West Greenwich 3701,2
Attorney General,,Write-Ins,,West Greenwich 3702,1
Attorney General,,Write-Ins,,West Greenwich 3703,0
Attorney General,,Write-Ins,,West Greenwich 3704,1
Attorney General,,Write-Ins,,West Greenwich Limited,0
Attorney General,,Write-Ins,,West Warwick 3801,2
Attorney General,,Write-Ins,,West Warwick 3802,1
Attorney General,,Write-Ins,,West Warwick 3803,0
Attorney General,,Write-Ins,,West Warwick 3804,1
Attorney General,,Write-Ins,,West Warwick 3805,0
Attorney General,,Write-Ins,,West Warwick 3806,0
Attorney General,,Write-Ins,,West Warwick 3807,1
Attorney General,,Write-Ins,,West Warwick 3808,1
Attorney General,,Write-Ins,,West Warwick 3809,0
Attorney General,,Write-Ins,,West Warwick 3810,2
Attorney General,,Write-Ins,,West Warwick Limited,0
Attorney General,,Write-Ins,,Woonsocket 3901,0
Attorney General,,Write-Ins,,Woonsocket 3902,1
Attorney General,,Write-Ins,,Woonsocket 3903,0
Attorney General,,Write-Ins,,Woonsocket 3904,2
Attorney General,,Write-Ins,,Woonsocket 3905,0
Attorney General,,Write-Ins,,Woonsocket 3906,2
Attorney General,,Write-Ins,,Woonsocket 3907,1
Attorney General,,Write-Ins,,Woonsocket 3908,0
Attorney General,,Write-Ins,,Woonsocket 3909,2
Attorney General,,Write-Ins,,Woonsocket 3910,0
Attorney General,,Write-Ins,,Woonsocket 3911,4
Attorney General,,Write-Ins,,Woonsocket 3912,4
Treasurer,,Seth Magaziner,D,Barrington 0101,691
Treasurer,,Seth Magaziner,D,Barrington 0102,933
Treasurer,,Seth Magaziner,D,Barrington 0103,787
Treasurer,,Seth Magaziner,D,Barrington 0104,885
Treasurer,,Seth Magaziner,D,Barrington 0105,880
Treasurer,,Seth Magaziner,D,Barrington Limited,2
Treasurer,,Seth Magaziner,D,Bristol 0201,439
Treasurer,,Seth Magaziner,D,Bristol 0202,279
Treasurer,,Seth Magaziner,D,Bristol 0203,1060
Treasurer,,Seth Magaziner,D,Bristol 0204,650
Treasurer,,Seth Magaziner,D,Bristol 0205,662
Treasurer,,Seth Magaziner,D,Bristol 0206,579
Treasurer,,Seth Magaziner,D,Bristol 0207,433
Treasurer,,Seth Magaziner,D,Bristol 0208,444
Treasurer,,Seth Magaziner,D,Bristol 0209,107
Treasurer,,Seth Magaziner,D,Bristol Limited,2
Treasurer,,Seth Magaziner,D,Burrillville 0301,384
Treasurer,,Seth Magaziner,D,Burrillville 0302,382
Treasurer,,Seth Magaziner,D,Burrillville 0303,466
Treasurer,,Seth Magaziner,D,Burrillville 0304,335
Treasurer,,Seth Magaziner,D,Burrillville 0305,321
Treasurer,,Seth Magaziner,D,Burrillville 0306,393
Treasurer,,Seth Magaziner,D,Central Falls 0401,226
Treasurer,,Seth Magaziner,D,Central Falls 0402,109
Treasurer,,Seth Magaziner,D,Central Falls 0403,313
Treasurer,,Seth Magaziner,D,Central Falls 0404,255
Treasurer,,Seth Magaziner,D,Central Falls 0405,105
Treasurer,,Seth Magaziner,D,Central Falls 0406,178
Treasurer,,Seth Magaziner,D,Central Falls 0407,79
Treasurer,,Seth Magaziner,D,Central Falls 0408,202
Treasurer,,Seth Magaziner,D,Central Falls Limited,1
Treasurer,,Seth Magaziner,D,Charlestown 0501,398
Treasurer,,Seth Magaziner,D,Charlestown 0502,479
Treasurer,,Seth Magaziner,D,Charlestown 0503,404
Treasurer,,Seth Magaziner,D,Charlestown 0504,347
Treasurer,,Seth Magaziner,D,Charlestown Limited,0
Treasurer,,Seth Magaziner,D,Coventry 0601,355
Treasurer,,Seth Magaziner,D,Coventry 0602,114
Treasurer,,Seth Magaziner,D,Coventry 0603,513
Treasurer,,Seth Magaziner,D,Coventry 0604,356
Treasurer,,Seth Magaziner,D,Coventry 0605,389
Treasurer,,Seth Magaziner,D,Coventry 0606,212
Treasurer,,Seth Magaziner,D,Coventry 0607,525
Treasurer,,Seth Magaziner,D,Coventry 0608,452
Treasurer,,Seth Magaziner,D,Coventry 0609,390
Treasurer,,Seth Magaziner,D,Coventry 0610,251
Treasurer,,Seth Magaziner,D,Coventry 0611,399
Treasurer,,Seth Magaziner,D,Coventry 0612,405
Treasurer,,Seth Magaziner,D,Coventry 0613,337
Treasurer,,Seth Magaziner,D,Coventry 0614,172
Treasurer,,Seth Magaziner,D,Coventry 0615,416
Treasurer,,Seth Magaziner,D,Coventry 0616,466
Treasurer,,Seth Magaziner,D,Coventry 0617,332
Treasurer,,Seth Magaziner,D,Coventry 0618,202
Treasurer,,Seth Magaziner,D,Coventry Limited,2
Treasurer,,Seth Magaziner,D,Cranston 0701,477
Treasurer,,Seth Magaziner,D,Cranston 0702,381
Treasurer,,Seth Magaziner,D,Cranston 0703,310
Treasurer,,Seth Magaziner,D,Cranston 0704,119
Treasurer,,Seth Magaziner,D,Cranston 0705,129
Treasurer,,Seth Magaziner,D,Cranston 0706,553
Treasurer,,Seth Magaziner,D,Cranston 0707,499
Treasurer,,Seth Magaziner,D,Cranston 0708,610
Treasurer,,Seth Magaziner,D,Cranston 0709,778
Treasurer,,Seth Magaziner,D,Cranston 0710,529
Treasurer,,Seth Magaziner,D,Cranston 0711,464
Treasurer,,Seth Magaziner,D,Cranston 0712,611
Treasurer,,Seth Magaziner,D,Cranston 0713,491
Treasurer,,Seth Magaziner,D,Cranston 0714,123
Treasurer,,Seth Magaziner,D,Cranston 0715,387
Treasurer,,Seth Magaziner,D,Cranston 0716,462
Treasurer,,Seth Magaziner,D,Cranston 0717,221
Treasurer,,Seth Magaziner,D,Cranston 0718,277
Treasurer,,Seth Magaziner,D,Cranston 0719,453
Treasurer,,Seth Magaziner,D,Cranston 0720,171
Treasurer,,Seth Magaziner,D,Cranston 0721,552
Treasurer,,Seth Magaziner,D,Cranston 0722,289
Treasurer,,Seth Magaziner,D,Cranston 0723,744
Treasurer,,Seth Magaziner,D,Cranston 0724,738
Treasurer,,Seth Magaziner,D,Cranston 0725,717
Treasurer,,Seth Magaziner,D,Cranston 0726,401
Treasurer,,Seth Magaziner,D,Cranston 0727,348
Treasurer,,Seth Magaziner,D,Cranston 0728,12
Treasurer,,Seth Magaziner,D,Cranston 0730,687
Treasurer,,Seth Magaziner,D,Cranston 0731,553
Treasurer,,Seth Magaziner,D,Cranston Limited,2
Treasurer,,Seth Magaziner,D,Cumberland 0801,394
Treasurer,,Seth Magaziner,D,Cumberland 0802,570
Treasurer,,Seth Magaziner,D,Cumberland 0803,581
Treasurer,,Seth Magaziner,D,Cumberland 0804,115
Treasurer,,Seth Magaziner,D,Cumberland 0805,657
Treasurer,,Seth Magaziner,D,Cumberland 0806,606
Treasurer,,Seth Magaziner,D,Cumberland 0807,712
Treasurer,,Seth Magaziner,D,Cumberland 0808,726
Treasurer,,Seth Magaziner,D,Cumberland 0809,222
Treasurer,,Seth Magaziner,D,Cumberland 0810,485
Treasurer,,Seth Magaziner,D,Cumberland 0811,592
Treasurer,,Seth Magaziner,D,Cumberland 0812,414
Treasurer,,Seth Magaziner,D,Cumberland 0813,197
Treasurer,,Seth Magaziner,D,East Greenwich 0901,127
Treasurer,,Seth Magaziner,D,East Greenwich 0902,593
Treasurer,,Seth Magaziner,D,East Greenwich 0903,563
Treasurer,,Seth Magaziner,D,East Greenwich 0904,640
Treasurer,,Seth Magaziner,D,East Greenwich 0905,554
Treasurer,,Seth Magaziner,D,East Providence 1001,708
Treasurer,,Seth Magaziner,D,East Providence 1002,444
Treasurer,,Seth Magaziner,D,East Providence 1003,309
Treasurer,,Seth Magaziner,D,East Providence 1004,672
Treasurer,,Seth Magaziner,D,East Providence 1005,576
Treasurer,,Seth Magaziner,D,East Providence 1006,38
Treasurer,,Seth Magaziner,D,East Providence 1007,62
Treasurer,,Seth Magaziner,D,East Providence 1008,562
Treasurer,,Seth Magaziner,D,East Providence 1009,686
Treasurer,,Seth Magaziner,D,East Providence 1010,646
Treasurer,,Seth Magaziner,D,East Providence 1011,817
Treasurer,,Seth Magaziner,D,East Providence 1012,328
Treasurer,,Seth Magaziner,D,East Providence 1013,543
Treasurer,,Seth Magaziner,D,East Providence 1014,622
Treasurer,,Seth Magaziner,D,East Providence 1015,315
Treasurer,,Seth Magaziner,D,East Providence 1016,382
Treasurer,,Seth Magaziner,D,East Providence 1017,691
Treasurer,,Seth Magaziner,D,East Providence Limited,2
Treasurer,,Seth Magaziner,D,Exeter 1101,381
Treasurer,,Seth Magaziner,D,Exeter 1102,336
Treasurer,,Seth Magaziner,D,Exeter 1103,502
Treasurer,,Seth Magaziner,D,Exeter Limited,2
Treasurer,,Seth Magaziner,D,Foster 1201,443
Treasurer,,Seth Magaziner,D,Foster 1202,378
Treasurer,,Seth Magaziner,D,Glocester 1301,446
Treasurer,,Seth Magaziner,D,Glocester 1302,549
Treasurer,,Seth Magaziner,D,Glocester 1303,114
Treasurer,,Seth Magaziner,D,Glocester 1304,368
Treasurer,,Seth Magaziner,D,Hopkinton 1401,576
Treasurer,,Seth Magaziner,D,Hopkinton 1402,548
Treasurer,,Seth Magaziner,D,Hopkinton 1403,230
Treasurer,,Seth Magaziner,D,Jamestown 1501,875
Treasurer,,Seth Magaziner,D,Jamestown 1502,788
Treasurer,,Seth Magaziner,D,Jamestown Limited,0
Treasurer,,Seth Magaziner,D,Johnston 1601,315
Treasurer,,Seth Magaziner,D,Johnston 1602,392
Treasurer,,Seth Magaziner,D,Johnston 1603,381
Treasurer,,Seth Magaziner,D,Johnston 1604,403
Treasurer,,Seth Magaziner,D,Johnston 1605,341
Treasurer,,Seth Magaziner,D,Johnston 1606,83
Treasurer,,Seth Magaziner,D,Johnston 1607,120
Treasurer,,Seth Magaziner,D,Johnston 1608,411
Treasurer,,Seth Magaziner,D,Johnston 1609,355
Treasurer,,Seth Magaziner,D,Johnston 1610,521
Treasurer,,Seth Magaziner,D,Johnston 1611,283
Treasurer,,Seth Magaziner,D,Johnston 1612,344
Treasurer,,Seth Magaziner,D,Johnston 1613,300
Treasurer,,Seth Magaziner,D,Johnston Limited,3
Treasurer,,Seth Magaziner,D,Lincoln 1701,605
Treasurer,,Seth Magaziner,D,Lincoln 1702,328
Treasurer,,Seth Magaziner,D,Lincoln 1703,445
Treasurer,,Seth Magaziner,D,Lincoln 1704,584
Treasurer,,Seth Magaziner,D,Lincoln 1705,520
Treasurer,,Seth Magaziner,D,Lincoln 1706,125
Treasurer,,Seth Magaziner,D,Lincoln 1707,136
Treasurer,,Seth Magaziner,D,Lincoln 1708,607
Treasurer,,Seth Magaziner,D,Lincoln 1709,234
Treasurer,,Seth Magaziner,D,Lincoln 1710,243
Treasurer,,Seth Magaziner,D,Lincoln 1711,246
Treasurer,,Seth Magaziner,D,Lincoln Limited,1
Treasurer,,Seth Magaziner,D,Little Compton 1801,782
Treasurer,,Seth Magaziner,D,Middletown 1901,545
Treasurer,,Seth Magaziner,D,Middletown 1902,703
Treasurer,,Seth Magaziner,D,Middletown 1903,585
Treasurer,,Seth Magaziner,D,Middletown 1904,699
Treasurer,,Seth Magaziner,D,Middletown 1905,549
Treasurer,,Seth Magaziner,D,Narragansett 2001,96
Treasurer,,Seth Magaziner,D,Narragansett 2002,778
Treasurer,,Seth Magaziner,D,Narragansett 2003,710
Treasurer,,Seth Magaziner,D,Narragansett 2004,824
Treasurer,,Seth Magaziner,D,Narragansett 2005,684
Treasurer,,Seth Magaziner,D,Narragansett Limited,0
Treasurer,,Seth Magaziner,D,Newport 2101,557
Treasurer,,Seth Magaziner,D,Newport 2102,1041
Treasurer,,Seth Magaziner,D,Newport 2103,318
Treasurer,,Seth Magaziner,D,Newport 2104,292
Treasurer,,Seth Magaziner,D,Newport 2105,724
Treasurer,,Seth Magaziner,D,Newport 2106,721
Treasurer,,Seth Magaziner,D,Newport 2107,800
Treasurer,,Seth Magaziner,D,Newport 2108,336
Treasurer,,Seth Magaziner,D,Newport Limited,2
Treasurer,,Seth Magaziner,D,New Shoreham 2201,419
Treasurer,,Seth Magaziner,D,North Kingstown 2301,433
Treasurer,,Seth Magaziner,D,North Kingstown 2302,622
Treasurer,,Seth Magaziner,D,North Kingstown 2303,664
Treasurer,,Seth Magaziner,D,North Kingstown 2304,666
Treasurer,,Seth Magaziner,D,North Kingstown 2305,407
Treasurer,,Seth Magaziner,D,North Kingstown 2306,364
Treasurer,,Seth Magaziner,D,North Kingstown 2307,814
Treasurer,,Seth Magaziner,D,North Kingstown 2308,809
Treasurer,,Seth Magaziner,D,North Kingstown 2309,729
Treasurer,,Seth Magaziner,D,North Kingstown Limited,0
Treasurer,,Seth Magaziner,D,North Providence 2401,308
Treasurer,,Seth Magaziner,D,North Providence 2402,372
Treasurer,,Seth Magaziner,D,North Providence 2403,406
Treasurer,,Seth Magaziner,D,North Providence 2404,217
Treasurer,,Seth Magaziner,D,North Providence 2405,282
Treasurer,,Seth Magaziner,D,North Providence 2406,387
Treasurer,,Seth Magaziner,D,North Providence 2407,421
Treasurer,,Seth Magaziner,D,North Providence 2408,304
Treasurer,,Seth Magaziner,D,North Providence 2409,223
Treasurer,,Seth Magaziner,D,North Providence 2410,318
Treasurer,,Seth Magaziner,D,North Providence 2411,406
Treasurer,,Seth Magaziner,D,North Providence 2412,435
Treasurer,,Seth Magaziner,D,North Providence 2413,239
Treasurer,,Seth Magaziner,D,North Providence 2414,237
Treasurer,,Seth Magaziner,D,North Providence 2415,278
Treasurer,,Seth Magaziner,D,North Providence 2416,624
Treasurer,,Seth Magaziner,D,North Smithfield 2501,434
Treasurer,,Seth Magaziner,D,North Smithfield 2502,485
Treasurer,,Seth Magaziner,D,North Smithfield 2503,457
Treasurer,,Seth Magaziner,D,North Smithfield 2504,468
Treasurer,,Seth Magaziner,D,North Smithfield 2505,278
Treasurer,,Seth Magaziner,D,North Smithfield Limited,0
Treasurer,,Seth Magaziner,D,Pawtucket 2601,112
Treasurer,,Seth Magaziner,D,Pawtucket 2602,249
Treasurer,,Seth Magaziner,D,Pawtucket 2603,534
Treasurer,,Seth Magaziner,D,Pawtucket 2604,318
Treasurer,,Seth Magaziner,D,Pawtucket 2605,213
Treasurer,,Seth Magaziner,D,Pawtucket 2606,218
Treasurer,,Seth Magaziner,D,Pawtucket 2607,749
Treasurer,,Seth Magaziner,D,Pawtucket 2608,622
Treasurer,,Seth Magaziner,D,Pawtucket 2609,78
Treasurer,,Seth Magaziner,D,Pawtucket 2610,62
Treasurer,,Seth Magaziner,D,Pawtucket 2611,232
Treasurer,,Seth Magaziner,D,Pawtucket 2612,337
Treasurer,,Seth Magaziner,D,Pawtucket 2613,408
Treasurer,,Seth Magaziner,D,Pawtucket 2614,360
Treasurer,,Seth Magaziner,D,Pawtucket 2615,145
Treasurer,,Seth Magaziner,D,Pawtucket 2616,43
Treasurer,,Seth Magaziner,D,Pawtucket 2617,87
Treasurer,,Seth Magaziner,D,Pawtucket 2618,698
Treasurer,,Seth Magaziner,D,Pawtucket 2619,366
Treasurer,,Seth Magaziner,D,Pawtucket 2620,628
Treasurer,,Seth Magaziner,D,Pawtucket 2621,181
Treasurer,,Seth Magaziner,D,Pawtucket 2622,104
Treasurer,,Seth Magaziner,D,Pawtucket 2623,184
Treasurer,,Seth Magaziner,D,Pawtucket 2624,219
Treasurer,,Seth Magaziner,D,Pawtucket 2625,156
Treasurer,,Seth Magaziner,D,Pawtucket 2626,43
Treasurer,,Seth Magaziner,D,Pawtucket 2627,319
Treasurer,,Seth Magaziner,D,Pawtucket 2628,552
Treasurer,,Seth Magaziner,D,Pawtucket 2629,653
Treasurer,,Seth Magaziner,D,Pawtucket 2630,52
Treasurer,,Seth Magaziner,D,Pawtucket 2631,204
Treasurer,,Seth Magaziner,D,Pawtucket Limited,13
Treasurer,,Seth Magaziner,D,Portsmouth 2701,50
Treasurer,,Seth Magaziner,D,Portsmouth 2702,103
Treasurer,,Seth Magaziner,D,Portsmouth 2703,561
Treasurer,,Seth Magaziner,D,Portsmouth 2704,733
Treasurer,,Seth Magaziner,D,Portsmouth 2705,237
Treasurer,,Seth Magaziner,D,Portsmouth 2706,282
Treasurer,,Seth Magaziner,D,Portsmouth 2707,774
Treasurer,,Seth Magaziner,D,Portsmouth 2708,842
Treasurer,,Seth Magaziner,D,Portsmouth Limited,0
Treasurer,,Seth Magaziner,D,Providence 2801,87
Treasurer,,Seth Magaziner,D,Providence 2802,121
Treasurer,,Seth Magaziner,D,Providence 2803,837
Treasurer,,Seth Magaziner,D,Providence 2804,183
Treasurer,,Seth Magaziner,D,Providence 2805,1107
Treasurer,,Seth Magaziner,D,Providence 2806,72
Treasurer,,Seth Magaziner,D,Providence 2808,610
Treasurer,,Seth Magaziner,D,Providence 2809,796
Treasurer,,Seth Magaziner,D,Providence 2810,37
Treasurer,,Seth Magaziner,D,Providence 2811,447
Treasurer,,Seth Magaziner,D,Providence 2812,410
Treasurer,,Seth Magaziner,D,Providence 2813,278
Treasurer,,Seth Magaziner,D,Providence 2814,203
Treasurer,,Seth Magaziner,D,Providence 2815,640
Treasurer,,Seth Magaziner,D,Providence 2816,1203
Treasurer,,Seth Magaziner,D,Providence 2817,1218
Treasurer,,Seth Magaziner,D,Providence 2818,560
Treasurer,,Seth Magaziner,D,Providence 2819,689
Treasurer,,Seth Magaziner,D,Providence 2820,90
Treasurer,,Seth Magaziner,D,Providence 2821,419
Treasurer,,Seth Magaziner,D,Providence 2822,101
Treasurer,,Seth Magaziner,D,Providence 2823,650
Treasurer,,Seth Magaziner,D,Providence 2824,750
Treasurer,,Seth Magaziner,D,Providence 2825,109
Treasurer,,Seth Magaziner,D,Providence 2826,558
Treasurer,,Seth Magaziner,D,Providence 2827,622
Treasurer,,Seth Magaziner,D,Providence 2828,384
Treasurer,,Seth Magaziner,D,Providence 2829,453
Treasurer,,Seth Magaziner,D,Providence 2830,46
Treasurer,,Seth Magaziner,D,Providence 2831,401
Treasurer,,Seth Magaziner,D,Providence 2832,527
Treasurer,,Seth Magaziner,D,Providence 2833,279
Treasurer,,Seth Magaziner,D,Providence 2834,110
Treasurer,,Seth Magaziner,D,Providence 2835,101
Treasurer,,Seth Magaziner,D,Providence 2836,4
Treasurer,,Seth Magaziner,D,Providence 2837,183
Treasurer,,Seth Magaziner,D,Providence 2838,122
Treasurer,,Seth Magaziner,D,Providence 2839,275
Treasurer,,Seth Magaziner,D,Providence 2840,202
Treasurer,,Seth Magaziner,D,Providence 2841,143
Treasurer,,Seth Magaziner,D,Providence 2842,101
Treasurer,,Seth Magaziner,D,Providence 2843,145
Treasurer,,Seth Magaziner,D,Providence 2844,394
Treasurer,,Seth Magaziner,D,Providence 2845,284
Treasurer,,Seth Magaziner,D,Providence 2846,303
Treasurer,,Seth Magaziner,D,Providence 2847,190
Treasurer,,Seth Magaziner,D,Providence 2848,49
Treasurer,,Seth Magaziner,D,Providence 2849,444
Treasurer,,Seth Magaziner,D,Providence 2850,220
Treasurer,,Seth Magaziner,D,Providence 2851,436
Treasurer,,Seth Magaziner,D,Providence 2852,118
Treasurer,,Seth Magaziner,D,Providence 2853,117
Treasurer,,Seth Magaziner,D,Providence 2854,845
Treasurer,,Seth Magaziner,D,Providence 2855,626
Treasurer,,Seth Magaziner,D,Providence 2856,30
Treasurer,,Seth Magaziner,D,Providence 2857,40
Treasurer,,Seth Magaziner,D,Providence 2858,140
Treasurer,,Seth Magaziner,D,Providence 2859,61
Treasurer,,Seth Magaziner,D,Providence 2860,55
Treasurer,,Seth Magaziner,D,Providence 2861,509
Treasurer,,Seth Magaziner,D,Providence 2862,495
Treasurer,,Seth Magaziner,D,Providence 2863,283
Treasurer,,Seth Magaziner,D,Providence 2864,170
Treasurer,,Seth Magaziner,D,Providence 2865,115
Treasurer,,Seth Magaziner,D,Providence 2866,449
Treasurer,,Seth Magaziner,D,Providence 2867,36
Treasurer,,Seth Magaziner,D,Providence 2868,415
Treasurer,,Seth Magaziner,D,Providence 2869,54
Treasurer,,Seth Magaziner,D,Providence 2870,362
Treasurer,,Seth Magaziner,D,Providence 2871,289
Treasurer,,Seth Magaziner,D,Providence 2872,38
Treasurer,,Seth Magaziner,D,Providence 2873,50
Treasurer,,Seth Magaziner,D,Providence 2874,451
Treasurer,,Seth Magaziner,D,Providence 2875,478
Treasurer,,Seth Magaziner,D,Providence 2876,288
Treasurer,,Seth Magaziner,D,Providence 2877,158
Treasurer,,Seth Magaziner,D,Providence 2878,23
Treasurer,,Seth Magaziner,D,Providence 2879,347
Treasurer,,Seth Magaziner,D,Providence 2880,343
Treasurer,,Seth Magaziner,D,Providence Limited 1,4
Treasurer,,Seth Magaziner,D,Providence Limited 2,1
Treasurer,,Seth Magaziner,D,Richmond 2901,726
Treasurer,,Seth Magaziner,D,Richmond 2902,652
Treasurer,,Seth Magaziner,D,Scituate 3001,428
Treasurer,,Seth Magaziner,D,Scituate 3002,523
Treasurer,,Seth Magaziner,D,Scituate 3003,446
Treasurer,,Seth Magaziner,D,Scituate Limited,0
Treasurer,,Seth Magaziner,D,Smithfield 3101,546
Treasurer,,Seth Magaziner,D,Smithfield 3102,524
Treasurer,,Seth Magaziner,D,Smithfield 3103,505
Treasurer,,Seth Magaziner,D,Smithfield 3104,527
Treasurer,,Seth Magaziner,D,Smithfield 3105,580
Treasurer,,Seth Magaziner,D,Smithfield 3106,523
Treasurer,,Seth Magaziner,D,South Kingstown 3201,243
Treasurer,,Seth Magaziner,D,South Kingstown 3202,665
Treasurer,,Seth Magaziner,D,South Kingstown 3203,678
Treasurer,,Seth Magaziner,D,South Kingstown 3204,615
Treasurer,,Seth Magaziner,D,South Kingstown 3205,799
Treasurer,,Seth Magaziner,D,South Kingstown 3206,441
Treasurer,,Seth Magaziner,D,South Kingstown 3207,834
Treasurer,,Seth Magaziner,D,South Kingstown 3208,746
Treasurer,,Seth Magaziner,D,South Kingstown 3209,290
Treasurer,,Seth Magaziner,D,South Kingstown 3210,530
Treasurer,,Seth Magaziner,D,South Kingstown Limited,1
Treasurer,,Seth Magaziner,D,Tiverton 3301,580
Treasurer,,Seth Magaziner,D,Tiverton 3302,533
Treasurer,,Seth Magaziner,D,Tiverton 3303,354
Treasurer,,Seth Magaziner,D,Tiverton 3304,376
Treasurer,,Seth Magaziner,D,Tiverton 3305,92
Treasurer,,Seth Magaziner,D,Tiverton 3306,448
Treasurer,,Seth Magaziner,D,Tiverton 3307,392
Treasurer,,Seth Magaziner,D,Warren 3401,528
Treasurer,,Seth Magaziner,D,Warren 3402,765
Treasurer,,Seth Magaziner,D,Warren 3403,926
Treasurer,,Seth Magaziner,D,Warwick 3501,855
Treasurer,,Seth Magaziner,D,Warwick 3502,744
Treasurer,,Seth Magaziner,D,Warwick 3503,381
Treasurer,,Seth Magaziner,D,Warwick 3504,638
Treasurer,,Seth Magaziner,D,Warwick 3505,269
Treasurer,,Seth Magaziner,D,Warwick 3506,233
Treasurer,,Seth Magaziner,D,Warwick 3507,105
Treasurer,,Seth Magaziner,D,Warwick 3508,542
Treasurer,,Seth Magaziner,D,Warwick 3509,136
Treasurer,,Seth Magaziner,D,Warwick 3510,395
